,player_name,team_number,team_name,age,position,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Goals,Yel,Red,SpG,AerialsWon,MoM,Dribble,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
120,Gideon Mensah,308,Auxerre,24," D(L),M(L)  ",26,2263,0,1.0,44.2,79.6,0.6,2.5,0.1,6.73,0,5,0,0.2,0.8,2,1.0,0.7,0.0,0.5,1.7,3.1,1.5,1.1,0.2,1.5,1.3,0.4,0
122,Jubal,308,Auxerre,29, D(C)  ,35(2),3216,1,0.1,36.2,81.9,0.1,3.8,0.0,6.73,3,7,0,0.5,2.1,2,0.1,0.6,0.1,0.1,0.6,1.1,1.4,1.0,0.8,5.1,0.5,0.9,0
142,Nuno da Costa,308,Auxerre,32," AM(CLR),FW  ",23(10),2017,4,0.8,11.1,69.9,0.2,0.6,0.1,6.69,5,3,1,1.2,1.4,3,1.4,1.7,0.2,1.2,2.8,1.4,0.6,1.1,0.0,0.4,1.1,0.0,0
163,Hamza Sakhi,308,Auxerre,27, AM(C)  ,18(9),1660,2,1.4,31.5,86.4,0.8,3.7,0.1,6.63,1,1,0,1.1,0.2,2,0.6,0.8,0.2,0.5,0.7,1.6,0.9,0.5,0.0,0.3,0.7,0.0,0
170,Isaak Touré,308,Auxerre,20, D(C)  ,18(1),1591,0,0.4,40.9,87.5,0.0,2.1,0.0,6.61,1,3,1,0.4,1.3,1,0.4,0.7,0.0,0.1,0.4,1.5,1.4,1.1,0.4,2.7,0.2,0.6,0
183,Birama Touré,308,Auxerre,31, DMC  ,38,3405,0,0.1,39.9,81.1,0.1,3.5,0.0,6.59,2,3,0,0.7,1.5,0,0.3,0.6,0.0,0.4,1.0,2.1,1.8,1.3,0.0,1.2,1.6,0.2,0
193,Mathias Autret,308,Auxerre,32, M(CLR)  ,16(7),1302,2,1.2,22.6,81.1,0.9,2.7,0.1,6.56,2,0,0,1.0,0.2,0,0.4,0.2,0.1,0.2,0.8,1.0,0.5,0.3,0.0,0.4,0.4,0.1,0
211,Akim Zedadka,308,Auxerre,28," D(R),M(R)  ",19(1),1603,0,0.7,26.6,78.9,0.6,1.0,0.1,6.51,0,5,0,0.5,1.2,0,0.5,1.4,0.0,0.9,1.4,1.8,1.2,1.2,0.4,2.0,0.7,0.2,0
212,Rayan Raveloson,308,Auxerre,26," D(CR),DMC  ",27(7),2427,1,0.4,28.8,83.4,0.2,2.1,0.0,6.51,2,0,0,0.9,0.9,1,0.2,1.0,0.0,0.5,1.2,1.1,1.1,0.6,0.3,1.9,0.3,0.4,1
226,Gaetan Perrin,308,Auxerre,27, AM(CL)  ,15(22),1388,1,0.7,10.8,75.7,0.3,0.7,0.0,6.47,3,1,0,0.7,0.4,1,1.6,0.6,0.1,1.1,1.3,0.5,0.3,0.5,0.0,0.2,0.6,0.0,0
249,Julian Jeanvier,308,Auxerre,31, D(C)  ,20(2),1763,0,0.0,35.5,83.1,0.0,2.5,0.0,6.4,1,3,1,0.4,1.1,0,0.1,0.5,0.0,0.1,0.4,1.5,1.2,1.1,0.3,4.3,0.4,0.8,0
250,Lassine Sinayoko,308,Auxerre,23, AM(R)  ,16(17),1569,2,0.7,15.8,77.4,0.2,0.4,0.0,6.4,1,0,1,1.3,0.7,0,0.8,0.7,0.2,1.0,1.3,1.0,0.5,0.9,0.0,0.5,0.6,0.0,0
280,Gauthier Hein,308,Auxerre,26, AM(CR)  ,23(12),1886,0,0.8,18.9,84.4,0.5,1.5,0.0,6.33,2,1,0,1.1,0.1,0,0.5,0.4,0.1,0.7,1.0,0.8,0.2,0.6,0.0,0.3,0.9,0.0,0
283,Benoît Costil,308,Auxerre,35, GK  ,19,1710,0,0.0,27.3,66.5,0.0,8.4,0.0,6.32,0,0,0,0.0,0.1,0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.5,0.1,0.0,0
287,M'Baye Niang,308,Auxerre,28," AM(LR),FW  ",17(13),1486,0,0.3,9.5,64.0,0.0,0.3,0.0,6.31,6,2,2,1.3,2.3,0,0.3,1.4,0.3,0.7,2.4,0.4,0.0,1.4,0.0,0.6,0.3,0.0,0
290,Youssouf M'Changama,308,Auxerre,32, M(C)  ,11(15),1079,0,0.4,17.3,82.5,0.4,0.9,0.1,6.29,0,1,0,0.7,0.5,0,0.4,0.7,0.0,0.3,0.7,0.8,0.6,0.5,0.0,0.2,0.2,0.0,0
304,Matthis Abline,308,Auxerre,20, FW  ,8(11),803,1,0.3,5.2,69.4,0.1,0.1,0.0,6.23,2,1,0,1.4,0.6,0,0.6,0.5,0.3,0.9,2.3,0.2,0.1,0.7,0.0,0.1,0.3,0.1,0
