,player_name,team_number,team_name,age,position,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Goals,Yel,Red,SpG,AerialsWon,MoM,Dribble,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
54,Neto Borges,941,Clermont Foot,26," D(L),M(L)  ",33,2840,1,0.8,34.9,79.5,0.6,0.8,0.0,6.91,3,2,2,0.7,1.1,4,1.4,1.4,0.2,0.6,1.3,2.3,1.2,0.6,0.2,1.5,0.9,0.3,0
80,Mory Diaw,941,Clermont Foot,30, GK  ,37,3330,0,0.1,34.9,66.8,0.0,8.4,0.0,6.82,0,0,0,0.0,0.1,3,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.5,0.1,0.0,0
94,Johan Gastien,941,Clermont Foot,35, DMC  ,29(2),2607,3,0.9,65.3,84.7,0.7,5.3,0.1,6.79,4,7,0,0.6,0.3,2,0.3,1.1,0.0,0.4,0.8,2.0,1.2,0.6,0.1,0.7,2.4,0.2,0
111,Alidu Seidu,941,Clermont Foot,23, D(CR)  ,28,2463,0,0.3,43.7,86.8,0.2,2.2,0.0,6.75,0,10,1,0.2,0.9,0,1.1,2.5,0.0,0.5,1.2,1.9,1.9,1.2,0.1,1.7,0.7,0.5,0
116,Saîf-Eddine Khaoui,941,Clermont Foot,28, AM(CR)  ,23(11),2036,3,1.1,19.1,73.1,0.3,0.7,0.0,6.74,7,4,0,1.4,0.4,2,0.7,1.1,0.2,0.7,1.3,1.4,1.0,0.7,0.0,0.2,0.9,0.1,0
151,Maximiliano Caufriez,941,Clermont Foot,26, D(CR)  ,25(1),2224,0,0.0,43.1,88.7,0.0,2.5,0.0,6.65,1,8,1,0.5,0.8,1,0.2,1.3,0.0,0.3,0.5,1.5,1.3,1.1,0.3,2.4,0.3,0.7,0
153,Grejohn Kyei,941,Clermont Foot,27, FW  ,26(11),2244,3,0.4,13.9,72.4,0.1,0.5,0.0,6.65,10,3,0,1.6,1.3,5,1.1,1.1,0.4,1.3,2.6,0.4,0.2,1.6,0.0,0.6,0.2,0.1,0
174,Mateusz Wieteska,941,Clermont Foot,26, D(C)  ,35,3120,1,0.1,45.8,82.8,0.0,2.2,0.0,6.61,0,7,1,0.5,2.2,1,0.3,0.9,0.0,0.2,0.3,1.2,1.6,0.8,0.5,2.6,0.4,0.8,0
188,Elbasan Rashani,941,Clermont Foot,30, AM(CLR)  ,26(6),2173,3,0.6,20.3,80.3,0.2,0.3,0.0,6.57,3,3,0,1.1,0.5,1,0.7,0.9,0.1,0.8,1.5,1.2,0.7,1.1,0.0,0.5,0.8,0.1,0
194,Muhammed Cham,941,Clermont Foot,22, AM(C)  ,23(15),1976,4,0.8,25.0,83.1,0.5,1.0,0.1,6.55,7,2,0,1.4,0.2,1,0.8,1.1,0.0,1.5,1.0,0.8,0.2,0.4,0.0,0.1,0.6,0.0,0
198,Maxime Gonalons,941,Clermont Foot,34," D(C),M(C)  ",19(6),1457,0,0.4,33.1,88.6,0.0,2.3,0.0,6.55,1,3,0,0.2,0.6,1,0.6,0.9,0.0,0.4,0.8,2.1,0.8,1.0,0.0,0.3,1.1,0.0,0
218,Yohann Magnin,941,Clermont Foot,26, DMC  ,25(13),2393,0,0.6,34.4,84.9,0.1,1.7,0.0,6.49,0,6,0,0.4,0.7,0,0.2,1.3,0.1,0.3,0.5,2.3,0.7,1.3,0.1,1.0,1.4,0.3,0
233,Jim Allevinah,941,Clermont Foot,28, M(LR)  ,25(11),2248,1,0.5,20.3,82.4,0.3,0.3,0.0,6.45,1,2,0,0.8,0.3,0,0.9,1.5,0.0,1.1,1.3,1.1,0.7,0.6,0.1,0.5,1.2,0.1,0
273,Komnen Andric,941,Clermont Foot,27, FW  ,16(18),1442,3,0.4,12.5,75.3,0.0,0.5,0.0,6.34,4,4,0,0.9,1.3,0,0.2,1.2,0.2,0.9,1.4,0.4,0.2,0.5,0.0,0.4,0.4,0.0,0
279,Florent Ogier,941,Clermont Foot,34, D(C)  ,18(8),1695,1,0.2,34.4,79.4,0.0,2.6,0.0,6.33,0,4,0,0.1,1.1,0,0.2,0.3,0.0,0.0,0.3,1.3,0.7,0.6,0.3,2.3,0.7,0.5,0
293,Jérémie Bela,941,Clermont Foot,30, M(LR)  ,7(12),737,1,0.2,10.2,72.2,0.2,0.1,0.0,6.28,1,0,0,0.6,0.1,0,0.5,0.9,0.0,0.4,1.0,0.3,0.5,0.4,0.0,0.4,0.1,0.1,0
