,player_name,team_number,team_name,age,position,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Goals,Yel,Red,SpG,AerialsWon,MoM,Dribble,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
5,Téji Savanier,311,Montpellier,31, M(C)  ,30,2557,4,1.9,47.3,77.9,1.7,4.9,0.1,7.28,12,4,3,2.1,0.4,7,2.4,3.2,0.0,1.7,2.4,1.5,1.0,1.9,0.0,0.4,1.6,0.1,0
9,Benjamin Lecomte,311,Montpellier,32, GK  ,19,1710,0,0.1,29.9,60.0,0.0,7.5,0.0,7.15,0,0,0,0.0,0.3,1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0
65,Elye Wahi,311,Montpellier,20," AM(L),FW  ",29(4),2530,5,0.7,12.6,70.7,0.1,0.2,0.0,6.87,19,8,1,1.9,0.6,2,0.9,1.2,0.8,1.4,2.6,0.3,0.1,1.0,0.0,0.1,0.3,0.1,0
105,Arnaud Nordin,311,Montpellier,25," AM(CLR),FW  ",30(6),2419,3,0.6,16.6,78.0,0.2,0.5,0.1,6.76,9,4,0,1.6,0.6,1,1.1,2.3,0.1,1.2,1.7,0.7,0.4,0.6,0.0,0.2,0.4,0.0,0
112,Faitout Maouassa,311,Montpellier,24," D(L),M(LR)  ",23(10),1935,5,0.7,14.3,69.7,0.7,0.5,0.0,6.75,5,0,0,1.0,0.4,0,0.8,0.9,0.1,0.7,1.0,1.6,0.6,1.0,0.0,0.5,0.7,0.1,0
115,Christopher Jullien,311,Montpellier,30, D(C)  ,30,2696,2,0.2,35.3,83.1,0.0,2.7,0.0,6.74,0,5,0,0.6,2.9,0,0.2,0.2,0.1,0.1,0.5,1.5,1.4,1.1,0.2,3.7,0.8,0.6,0
145,Joris Chotard,311,Montpellier,21, DMC  ,26(9),2461,6,0.8,30.1,81.3,0.3,2.1,0.1,6.67,0,4,0,0.3,0.4,1,0.4,0.5,0.1,0.3,0.6,1.8,1.1,0.9,0.1,1.0,1.1,0.3,0
169,Wahbi Khazri,311,Montpellier,32," M(CLR),FW  ",20(7),1644,1,0.7,15.9,74.8,0.4,1.0,0.0,6.61,4,5,1,1.4,0.7,0,1.0,1.3,0.5,1.1,1.8,1.0,0.3,0.7,0.0,0.7,0.7,0.0,0
195,Jordan Ferri,311,Montpellier,31, M(C)  ,32(2),2749,2,0.9,57.0,86.5,0.2,4.4,0.2,6.55,1,5,1,0.4,0.5,1,0.6,1.8,0.0,1.3,1.3,1.6,0.8,1.4,0.1,0.6,1.7,0.2,0
201,Stephy Mavididi,311,Montpellier,25," AM(LR),FW  ",14(12),1285,2,0.5,11.5,75.3,0.1,0.3,0.0,6.54,4,1,1,1.4,0.4,0,1.2,0.7,0.1,1.2,1.5,0.9,0.2,0.8,0.0,0.4,0.5,0.0,0
203,Maxime Estève,311,Montpellier,21, D(C)  ,18(5),1645,0,0.0,32.3,81.7,0.0,1.5,0.0,6.53,0,3,0,0.3,1.3,2,0.2,0.3,0.0,0.2,0.2,1.0,1.5,0.8,0.5,3.7,0.2,0.7,1
207,Falaye Sacko,311,Montpellier,28," D(CR),M(R)  ",29(6),2580,3,0.5,29.2,81.5,0.2,1.2,0.1,6.52,1,3,0,0.2,0.5,0,0.5,0.5,0.1,0.4,0.9,1.3,0.9,0.7,0.2,1.9,0.5,0.4,1
235,Léo Leroy,311,Montpellier,23, DMC  ,14(13),1189,0,0.4,18.7,76.2,0.1,1.0,0.0,6.45,0,7,0,0.7,0.9,0,0.4,0.7,0.0,0.5,1.0,2.0,0.5,1.4,0.0,0.3,1.0,0.1,0
276,Khalil Fayad,311,Montpellier,19, DMC  ,7(17),707,2,0.5,13.7,84.8,0.1,0.5,0.1,6.34,0,1,1,0.3,0.1,0,0.3,0.7,0.0,0.3,0.6,1.3,0.4,0.7,0.0,0.2,0.4,0.0,0
284,Enzo Tchato Mbiayi,311,Montpellier,20, D(R)  ,11(10),1094,1,0.2,20.0,76.4,0.4,0.4,0.0,6.32,1,1,0,0.2,0.8,0,0.2,0.3,0.1,0.3,0.7,1.2,0.3,0.6,0.1,1.4,0.4,0.1,0
303,Valère Germain,311,Montpellier,33," AM(CLR),FW  ",5(26),673,0,0.2,6.6,69.4,0.1,0.0,0.0,6.23,2,1,1,0.6,1.0,0,0.0,0.1,0.1,0.3,0.7,0.4,0.2,0.3,0.0,0.4,0.3,0.0,0
