Unnamed: 0,player_name,team_number,team_name,age,position,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Goals,Yel,Red,SpG,AerialsWon,MoM,Dribble,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
73,Lucas Boyé,833,Elche,27," AM(L),FW  ",29(6),2475,2,0.8,18.0,79.7,0.2,0.5,0.1,6.79,7,7,1,2.1,1.4,4,2.2,1.3,0.4,2.4,4.0,1.0,0.4,1.7,0.0,1.3,0.5,0.1,0
86,Gumbau,833,Elche,28, DMC  ,31(4),2745,6,2.1,36.3,81.7,2.1,3.3,0.0,6.74,1,11,0,1.3,0.6,2,0.2,0.6,0.1,0.3,0.8,1.3,0.8,1.5,0.0,1.1,0.9,0.2,0
93,Edgar Badia,833,Elche,31, GK  ,36,3240,0,0.0,25.1,69.5,0.0,6.6,0.0,6.73,0,2,0,0.0,0.3,2,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0
126,Omar Mascarell,833,Elche,30," D(C),DMC  ",28,2450,1,0.7,44.3,86.8,0.4,3.5,0.0,6.67,0,6,0,0.3,1.0,0,0.8,0.6,0.0,0.4,0.5,1.9,1.6,0.8,0.1,1.9,1.2,0.7,0
149,Clerc,833,Elche,31," D(CL),M(L)  ",31(1),2647,1,0.5,33.4,77.8,0.3,1.2,0.0,6.63,0,5,0,0.3,0.6,0,0.8,1.0,0.1,0.3,0.9,2.3,0.9,1.0,0.5,2.6,0.6,0.2,0
175,Tete Morente,833,Elche,26, M(CLR)  ,23(9),2073,0,0.5,19.7,80.8,0.3,1.1,0.0,6.58,4,5,0,1.4,1.1,1,1.0,0.7,0.4,0.7,1.3,1.0,0.8,1.0,0.1,0.8,0.7,0.1,0
265,Josan,833,Elche,33," D(R),M(R)  ",9(17),1070,3,0.6,15.8,84.7,0.4,0.6,0.0,6.43,1,3,0,0.2,0.2,0,0.8,0.7,0.2,0.8,1.0,1.0,0.3,0.4,0.1,0.5,0.5,0.0,0
270,Pere Milla,833,Elche,30," AM(CLR),FW  ",22(10),1875,1,0.4,17.6,71.6,0.1,0.8,0.1,6.42,6,7,0,1.1,0.9,2,0.5,1.4,0.4,0.7,1.5,1.0,0.3,0.6,0.0,0.5,0.8,0.1,0
277,Pedro Bigas,833,Elche,33, D(CL)  ,25(3),2027,0,0.0,36.6,80.9,0.0,2.5,0.0,6.4,0,3,2,0.8,1.5,0,0.2,0.6,0.0,0.1,0.5,1.3,1.2,0.6,0.7,3.3,0.4,0.5,0
281,Fidel,833,Elche,33, M(CLR)  ,21(6),1730,2,1.0,30.6,74.3,0.5,1.6,0.1,6.4,3,6,0,0.5,0.1,0,1.2,0.7,0.3,0.9,1.5,0.6,0.2,0.4,0.0,0.3,1.3,0.0,0
289,Helibelton Palacios,833,Elche,30, D(CR)  ,23(1),1922,0,0.3,28.0,77.1,0.2,1.0,0.0,6.37,0,7,0,0.2,0.9,0,0.6,0.8,0.0,0.3,0.4,1.6,0.8,1.3,0.4,2.1,0.3,0.5,0
320,Enzo Roco,833,Elche,30, D(C)  ,19(3),1657,0,0.0,32.2,82.2,0.0,2.7,0.0,6.27,0,4,1,0.5,2.1,0,0.1,0.5,0.0,0.0,0.3,1.5,0.8,1.5,0.7,2.8,0.4,0.7,0
336,Ezequiel Ponce,833,Elche,26," AM(L),FW  ",8(26),1115,0,0.3,8.4,75.6,0.0,0.2,0.0,6.19,4,2,1,0.9,1.0,0,0.1,0.3,0.2,0.9,0.9,0.3,0.0,0.9,0.0,0.4,0.2,0.0,0
340,Raúl Guti,833,Elche,26, DMC  ,12(16),1084,0,0.1,14.2,81.9,0.0,0.6,0.0,6.13,0,1,0,0.7,0.2,0,0.2,0.8,0.0,0.6,0.5,0.6,0.3,0.3,0.0,0.2,0.4,0.1,0
