,player_name,team_number,team_name,age,position,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Goals,Yel,Red,SpG,AerialsWon,MoM,Dribble,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
115,Tyler Adams,19,Leeds,24," D(R),M(CR)  ",24,2157,0,1.0,55.3,82.4,0.0,1.7,0.0,6.73,0,4,1,0.2,1.1,0,0.3,0.9,0.0,0.8,1.2,3.7,1.5,1.5,0.0,1.0,1.2,0.3,0
117,Jack Harrison,19,Leeds,26," AM(CLR),FW  ",34(2),2729,7,1.5,25.9,71.0,1.3,0.7,0.1,6.72,5,2,0,1.1,0.1,4,1.3,1.0,0.1,1.7,2.6,1.1,0.6,1.1,0.0,0.6,1.1,0.1,0
137,Rodrigo,19,Leeds,32," M(CLR),FW  ",23(8),1945,1,0.5,16.7,72.5,0.2,0.7,0.0,6.68,13,6,0,2.2,1.1,1,0.4,0.4,0.3,0.8,1.8,0.8,0.2,0.9,0.0,0.7,0.4,0.1,0
144,Pascal Struijk,19,Leeds,23," D(CL),DMC  ",26(3),2205,1,0.5,37.0,79.5,0.2,0.9,0.0,6.66,2,5,0,0.6,2.1,0,0.3,0.4,0.0,0.4,0.9,2.9,1.1,1.0,0.3,2.2,0.9,0.4,0
162,Rasmus Kristensen,19,Leeds,25," D(CR),M(R)  ",21(5),1962,1,0.3,32.0,69.3,0.2,1.2,0.0,6.63,3,4,0,0.5,1.3,0,0.3,0.2,0.0,0.2,0.2,2.4,1.3,0.7,0.2,2.1,1.3,0.5,0
180,Luis Sinisterra,19,Leeds,24," AM(LR),FW  ",13(6),875,0,0.5,17.3,81.5,0.1,0.5,0.1,6.58,5,1,1,1.5,0.9,1,1.0,0.6,0.3,1.2,0.8,1.1,0.4,0.7,0.1,0.1,0.4,0.1,0
190,Luke Ayling,19,Leeds,31," D(CR),M(R)  ",22(7),2049,1,0.4,30.1,69.2,0.4,1.4,0.0,6.55,2,3,0,0.8,1.6,0,0.4,1.2,0.0,0.4,0.8,2.3,0.9,0.5,0.3,1.6,1.5,0.4,0
204,Robin Koch,19,Leeds,26," D(C),DMC  ",36,3178,0,0.2,44.1,77.3,0.0,2.5,0.0,6.52,0,7,0,0.5,3.1,0,0.0,0.5,0.0,0.0,0.4,1.5,1.2,1.0,0.7,4.1,0.9,0.6,1
212,Marc Roca,19,Leeds,26, DMC  ,29(3),2330,2,1.0,37.8,79.4,0.4,2.1,0.1,6.5,1,7,0,1.1,0.6,0,0.5,0.9,0.0,0.8,0.8,2.1,0.7,1.3,0.1,0.7,1.4,0.3,0
228,Wilfried Gnonto,19,Leeds,19, AM(L)  ,14(10),1353,4,0.9,18.9,77.0,0.3,0.1,0.0,6.48,2,7,0,0.9,0.3,1,0.9,1.6,0.1,0.8,1.3,1.1,0.2,1.2,0.0,0.1,0.8,0.0,0
238,Crysencio Summerville,19,Leeds,21, AM(LR)  ,12(16),1418,2,0.6,14.0,77.9,0.1,0.3,0.0,6.46,4,4,0,1.0,0.2,0,0.9,1.5,0.3,1.3,1.6,1.1,0.5,0.8,0.0,0.3,0.4,0.1,0
255,Illan Meslier,19,Leeds,23, GK  ,34,3060,0,0.0,24.8,56.2,0.0,3.6,0.0,6.42,0,3,0,0.0,0.3,3,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.5,0.1,0.0,0
257,Weston McKennie,19,Leeds,24," D(C),M(CLR)  ",16(3),1440,1,0.7,31.1,77.8,0.2,1.5,0.0,6.42,0,7,0,0.7,1.3,0,0.6,0.3,0.1,1.3,1.5,1.6,1.2,1.1,0.0,1.4,1.0,0.2,0
260,Junior Firpo,19,Leeds,26," D(L),M(L)  ",14(5),1368,1,0.4,26.4,73.1,0.3,0.5,0.0,6.42,1,5,1,0.1,0.9,1,0.3,0.4,0.0,0.5,0.5,2.5,1.3,1.3,0.3,1.5,1.2,0.4,0
261,Brenden Aaronson,19,Leeds,22, AM(CLR)  ,28(8),2384,3,1.3,20.0,79.1,0.5,0.2,0.1,6.41,1,2,0,1.1,0.2,0,0.9,1.5,0.2,2.3,2.0,1.3,0.1,0.4,0.0,0.2,0.9,0.1,0
272,Patrick Bamford,19,Leeds,29," AM(CLR),FW  ",18(10),1523,2,0.4,11.6,69.9,0.0,0.0,0.0,6.36,4,3,0,1.8,1.3,0,0.4,1.0,0.6,0.8,2.0,0.3,0.2,0.9,0.0,0.5,0.6,0.2,0
