,player_name,team_number,team_name,age,position,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Goals,Yel,Red,SpG,AerialsWon,MoM,Dribble,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
32,Declan Rice,29,West Ham,24," D(C),DMC  ",36(1),3272,2,1.0,56.3,88.0,0.3,4.1,0.0,7.01,4,5,0,1.0,1.0,1,0.9,0.3,0.0,0.7,0.8,2.1,1.7,0.6,0.1,1.5,0.5,0.4,0
45,Lucas Paquetá,29,West Ham,25," M(CLR),FW  ",27(1),2171,3,1.1,40.2,80.2,0.1,1.6,0.1,6.97,4,5,0,1.9,1.3,4,1.2,1.1,0.0,1.6,1.7,2.5,0.6,1.8,0.0,1.1,1.4,0.1,0
82,Jarrod Bowen,29,West Ham,26," AM(CLR),FW  ",36(2),3237,5,1.3,18.8,72.7,0.8,0.6,0.0,6.81,6,2,0,2.0,0.9,3,0.9,1.8,0.3,1.4,1.8,1.0,0.9,0.7,0.1,0.5,1.1,0.2,0
85,Tomás Soucek,29,West Ham,28, DMC  ,32(4),2820,3,0.4,27.1,72.1,0.2,1.1,0.0,6.8,2,3,0,0.9,3.2,1,0.1,0.4,0.1,0.5,0.6,2.1,1.5,1.4,0.0,1.9,0.8,0.5,0
129,Saïd Benrahma,29,West Ham,27, AM(CLR)  ,22(13),2073,3,1.4,20.0,82.0,0.4,0.4,0.1,6.7,6,0,0,2.1,0.1,1,1.5,0.4,0.2,1.2,1.5,0.7,0.3,0.5,0.0,0.3,0.5,0.0,0
135,Kurt Zouma,29,West Ham,28, D(CR)  ,24(1),1991,0,0.0,33.0,84.5,0.0,2.0,0.0,6.68,2,0,0,0.8,2.2,2,0.1,0.3,0.0,0.0,0.2,0.4,1.2,0.6,0.3,4.7,0.1,0.6,0
139,Lukasz Fabianski,29,West Ham,38, GK  ,36,3114,0,0.0,21.5,58.1,0.0,5.8,0.0,6.68,0,1,0,0.0,0.5,0,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.7,0.0,0.0,0
157,Vladimír Coufal,29,West Ham,30," D(R),M(R)  ",24(3),2139,1,1.0,30.0,65.8,0.7,1.5,0.0,6.64,0,5,0,0.2,1.5,0,0.1,0.8,0.0,0.8,0.9,2.1,1.4,1.1,0.1,2.3,0.6,0.2,0
167,Aaron Cresswell,29,West Ham,33," D(CL),M(L)  ",24(4),2237,1,1.4,40.0,81.4,1.5,2.3,0.0,6.61,0,3,0,0.3,1.0,0,0.1,0.3,0.1,0.2,0.2,0.8,1.0,0.3,0.0,1.9,0.7,0.4,0
211,Thilo Kehrer,29,West Ham,26," D(CLR),M(R)  ",25(2),2231,2,0.3,36.8,85.4,0.1,1.7,0.0,6.5,0,4,0,0.3,1.3,0,0.3,0.4,0.0,0.2,0.6,1.6,1.3,1.1,0.2,2.7,0.9,0.2,1
220,Michail Antonio,29,West Ham,33," D(R),M(CLR),FW  ",21(12),1837,3,0.5,9.2,57.6,0.2,0.2,0.0,6.49,5,2,0,1.2,1.5,0,0.8,1.3,0.4,1.4,2.3,0.4,0.2,0.8,0.0,0.3,0.3,0.2,0
259,Emerson,29,West Ham,28," D(L),M(L)  ",16(6),1323,0,0.6,26.5,81.6,0.3,0.6,0.0,6.42,1,2,0,0.5,0.8,0,0.3,0.7,0.0,0.5,0.5,1.2,0.7,0.6,0.1,1.3,0.5,0.2,0
264,Pablo Fornals,29,West Ham,27, M(CLR)  ,17(15),1506,1,0.6,21.9,77.7,0.2,1.3,0.1,6.4,3,0,0,0.8,0.3,2,0.3,0.2,0.0,0.5,0.7,0.9,0.4,0.4,0.0,0.3,0.7,0.1,0
305,Flynn Downes,29,West Ham,24, M(C)  ,7(14),758,0,0.1,15.6,88.4,0.0,0.2,0.0,6.13,0,2,0,0.2,0.4,0,0.0,0.6,0.0,0.3,0.5,0.8,0.3,0.4,0.0,0.2,0.3,0.1,0
