,player_name,team_number,team_name,age,position,Apps,Mins,Assists,KeyP,AvgP,PS%,Crosses,LongB,ThrB,Rating,Goals,Yel,Red,SpG,AerialsWon,MoM,Dribble,Fouled,Off,Disp,UnsTch,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
50,Rúben Neves,161,Wolves,26, DMC  ,33(2),3022,1,0.9,58.1,84.0,0.3,6.1,0.1,6.95,6,12,0,1.9,0.7,5,0.5,0.5,0.0,0.4,0.6,2.3,1.4,1.1,0.0,2.3,1.2,0.6,0
160,Maximilian Kilman,161,Wolves,26, D(C)  ,37,3308,0,0.1,56.5,83.4,0.1,3.4,0.0,6.63,0,3,0,0.4,2.3,1,0.5,0.3,0.0,0.2,0.4,1.0,0.5,0.5,0.5,4.4,0.4,1.1,0
169,Matheus Nunes,161,Wolves,24, M(CLR)  ,31(4),2480,1,0.8,27.8,82.3,0.3,2.3,0.0,6.6,1,2,1,0.8,0.6,2,1.3,1.4,0.1,1.1,1.2,1.9,0.5,1.1,0.0,0.9,0.9,0.1,0
199,José Sá,161,Wolves,30, GK  ,36,3240,0,0.0,28.1,65.4,0.0,3.7,0.0,6.53,0,2,0,0.0,0.2,2,0.1,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0
206,Rayan Aït-Nouri,161,Wolves,22," D(L),M(L)  ",9(12),1070,0,0.3,22.6,81.9,0.3,0.3,0.0,6.51,1,4,0,0.5,0.7,0,1.3,0.5,0.1,0.6,1.3,1.6,0.4,0.7,0.1,1.1,0.3,0.0,1
209,Daniel Podence,161,Wolves,27," AM(CLR),FW  ",20(12),1773,0,1.1,18.5,70.5,0.5,0.8,0.0,6.5,6,5,0,1.3,0.2,2,0.8,0.7,0.1,0.9,1.5,0.8,0.2,0.8,0.0,0.2,0.8,0.0,0
210,João Moutinho,161,Wolves,36, M(C)  ,20(11),1787,2,1.2,31.9,83.9,0.6,1.6,0.1,6.5,0,3,0,0.5,0.3,0,0.3,0.5,0.0,0.2,0.5,1.6,0.6,1.0,0.0,0.6,0.9,0.2,0
213,Nélson Semedo,161,Wolves,29," D(LR),M(R)  ",31(5),2641,1,0.3,33.6,81.7,0.2,1.0,0.0,6.5,0,11,1,0.3,0.8,0,0.9,0.7,0.0,0.5,1.2,2.0,0.8,1.3,0.0,2.1,0.9,0.4,0
221,Nathan Collins,161,Wolves,22, D(CR)  ,19(7),1813,0,0.1,43.4,88.1,0.0,2.6,0.0,6.48,0,2,1,0.1,1.4,0,0.3,0.3,0.0,0.3,0.3,1.0,0.8,0.7,0.1,3.2,0.3,1.1,0
223,Adama Traoré,161,Wolves,27," M(CLR),FW  ",12(22),1492,1,0.7,12.1,74.1,0.6,0.3,0.1,6.48,2,2,0,0.6,1.1,0,1.4,1.0,0.2,0.8,1.7,0.4,0.1,0.6,0.0,0.5,0.1,0.0,0
240,Mario Lemina,161,Wolves,29, DMC  ,17(2),1306,1,0.2,34.1,87.3,0.1,1.4,0.0,6.45,0,2,1,0.5,0.9,0,0.6,0.5,0.1,0.4,0.7,2.0,0.7,0.9,0.1,1.2,0.9,0.4,0
252,Hugo Bueno,161,Wolves,20, D(L)  ,16(5),1316,1,0.8,24.0,84.5,0.9,0.3,0.0,6.43,0,1,0,0.2,0.5,0,0.6,0.3,0.0,0.5,0.8,1.6,0.5,0.3,0.0,1.4,0.8,0.0,0
268,Pedro Neto,161,Wolves,23," AM(CLR),FW  ",14(5),972,0,1.1,16.4,84.9,0.7,0.7,0.1,6.38,0,2,0,0.9,0.0,0,0.9,0.8,0.1,0.7,1.5,0.6,0.2,0.4,0.0,0.2,0.5,0.1,0
282,Hwang Hee-Chan,161,Wolves,27," AM(CLR),FW  ",12(15),1131,1,0.4,9.8,78.4,0.1,0.2,0.0,6.32,3,1,0,0.7,0.3,0,0.5,0.7,0.0,0.7,0.9,0.7,0.2,0.7,0.0,0.1,0.5,0.1,0
299,Diego Costa,161,Wolves,34, FW  ,16(7),1248,0,0.5,9.3,73.5,0.0,0.0,0.0,6.24,1,5,1,1.2,1.3,1,0.2,0.4,0.7,1.1,1.0,0.1,0.1,1.3,0.0,0.7,0.3,0.0,0
