Name,Position,Date of Birth,Age,Nationality,Market Value
Andrei Radu,Goalkeeper,"May 28, 1997",26,Romania,€3.50m
Benoît Costil,Goalkeeper,"Jul 3, 1987",35,France,€1.00m
Donovan Léon,Goalkeeper,"Nov 3, 1992",30,French Guiana,€500k
Théo De Percin,Goalkeeper,"Feb 2, 2001",22,Martinique,€150k
Vincenzo Cozzella,Goalkeeper,"Dec 21, 2001",21,Italy,€100k
Isaak Touré,Centre-Back,"Mar 28, 2003",20,France,€6.00m
Jubal,Centre-Back,"Aug 29, 1993",29,Brazil,€2.00m
Théo Pellenard,Centre-Back,"Mar 4, 1994",29,France,€1.00m
Julian Jeanvier,Centre-Back,"Mar 31, 1992",31,Guinea,€800k
Alexandre Coeff,Centre-Back,"Feb 20, 1992",31,France,€700k
Denys Bain,Centre-Back,"Jul 2, 1993",29,France,€500k
Lamine Buhanga,Centre-Back,"Oct 3, 2001",21,France,€100k
Gideon Mensah,Left-Back,"Jul 18, 1998",24,Ghana,€2.50m
Kenji-Van Boto,Left-Back,"Mar 7, 1996",27,Madagascar,€400k
Quentin Bernard,Left-Back,"Jul 7, 1989",33,France,€350k
Raphaël Lipinski,Left-Back,"Jul 30, 2002",20,France,€100k
Akim Zedadka,Right-Back,"May 30, 1995",28,Algeria,€2.50m
Paul Joly,Right-Back,"Jun 7, 2000",23,France,€1.20m
Brayann Pereira,Right-Back,"May 21, 2003",20,Congo,€600k
Han-Noah Massengo,Defensive Midfield,"Jul 7, 2001",21,France,€5.00m
Elisha Owusu,Defensive Midfield,"Nov 7, 1997",25,Ghana,€2.00m
Birama Touré,Defensive Midfield,"Jun 6, 1992",31,Mali,€1.80m
Rayan Raveloson,Defensive Midfield,"Jan 16, 1997",26,Madagascar,€1.80m
Ousoumane Camara,Defensive Midfield,"Dec 19, 1998",24,France,€150k
Natanaël Bouekou,Defensive Midfield,"May 10, 2002",21,France,€100k
Kays Ruiz-Atil,Central Midfield,"Aug 26, 2002",20,Morocco,€800k
Gaëtan Perrin,Right Midfield,"Jun 7, 1996",27,France,€1.20m
Hamza Sakhi,Attacking Midfield,"Jun 7, 1996",27,Morocco,€2.00m
Youssouf M'Changama,Attacking Midfield,"Aug 29, 1990",32,Comoros,€900k
Mathias Autret,Attacking Midfield,"Mar 1, 1991",32,France,€800k
Kévin Danois,Attacking Midfield,"Jun 28, 2004",19,France,€100k
Siriki Dembélé,Left Winger,"Sep 7, 1996",26,Scotland,€2.00m
Rémy Dugimont,Left Winger,"Jul 1, 1986",36,France,€100k
Gauthier Hein,Right Winger,"Aug 7, 1996",26,France,€2.00m
Lassine Sinayoko,Right Winger,"Dec 8, 1999",23,Mali,€1.20m
Kylian Silvestre,Right Winger,"Aug 16, 2002",20,France,€100k
Matthis Abline,Centre-Forward,"Mar 28, 2003",20,France,€4.50m
M'Baye Niang,Centre-Forward,"Dec 19, 1994",28,Senegal,€2.50m
Nuno Da Costa,Centre-Forward,"Feb 10, 1991",32,Cape Verde,€1.00m
Gaëtan Charbonnier,Centre-Forward,"Dec 27, 1988",34,France,€500k
Ousmane Camara,Centre-Forward,"Nov 3, 2001",21,Guinea,€150k
Idjessi Metsoko,Centre-Forward,"Mar 14, 2002",21,Togo,€100k
